x1,x2,x3,x4,y1,y2,y3,y4,z1,z2,z3,z4
-2,-12,8,-6,41,47,56,56,21,-5,-25,7
-3,-14,9,-5,42,44,58,56,20,-3,-25,5
-4,-14,9,-7,42,46,58,54,20,-5,-22,5
-3,-13,8,-6,42,46,58,56,21,-4,-25,6
-5,-13,7,-7,42,46,56,56,20,-3,-25,4
-3,-13,9,-6,43,47,57,56,18,-7,-24,4
-3,-14,7,-6,41,45,57,56,18,-6,-24,5
-4,-14,9,-5,42,47,57,55,19,-2,-24,5
-3,-13,8,-6,42,46,56,56,20,-5,-25,5
-3,-13,8,-5,42,46,57,56,21,-7,-24,5
-4,-12,9,-7,42,45,56,55,19,-5,-27,3
-3,-13,9,-6,42,45,57,55,20,-5,-26,4
-3,-15,9,-6,41,45,57,55,19,-6,-27,5
-3,-13,9,-6,43,45,56,55,18,-6,-26,4
-2,-13,9,-6,42,45,56,55,19,-5,-27,4
-3,-13,9,-6,42,45,56,56,18,-4,-26,3
-3,-12,9,-6,42,44,56,56,19,-5,-26,5
-2,-14,9,-7,41,47,56,56,19,-5,-26,5
-2,-13,9,-7,42,45,56,57,18,-6,-26,4
-2,-13,9,-7,42,46,56,54,19,-5,-26,5
-3,-14,9,-7,42,46,56,55,19,-7,-25,5
-3,-13,9,-7,41,45,57,56,20,-4,-27,4
-3,-13,9,-6,42,45,57,56,18,-6,-26,3
-4,-14,9,-6,41,45,56,56,21,-5,-27,3
-4,-12,9,-6,42,45,56,56,19,-7,-26,5
-2,-13,9,-7,42,46,56,55,17,-7,-27,5
-3,-14,8,-7,41,45,56,54,19,-7,-26,4
-4,-14,8,-6,41,44,56,56,18,-7,-27,4
-3,-14,9,-7,42,45,56,55,19,-6,-26,5
-3,-14,8,-7,42,46,56,56,19,-7,-28,5
-2,-13,9,-7,42,46,56,56,18,-7,-25,2
-4,-12,9,-6,42,45,56,56,20,-8,-27,4
-3,-14,9,-7,42,46,56,55,20,-4,-28,3
-3,-14,8,-6,42,45,56,56,18,-5,-25,3
-4,-13,8,-7,42,46,57,55,17,-5,-26,4
-2,-12,8,-6,42,47,56,56,19,-7,-25,4
-3,-12,8,-8,42,46,56,55,19,-7,-26,6
-4,-14,9,-7,42,45,57,55,18,-8,-27,3
-3,-14,8,-7,42,46,56,55,19,-7,-26,2
-4,-13,9,-6,42,46,57,56,18,-6,-26,3
-3,-13,8,-6,42,46,56,54,19,-7,-27,4
-3,-13,9,-8,42,47,57,56,16,-7,-28,4
-3,-14,8,-7,42,45,56,55,20,-6,-28,5
-3,-14,8,-7,41,46,56,55,19,-7,-28,4
-3,-12,8,-7,42,48,57,55,18,-7,-27,5
-3,-13,9,-5,40,44,56,54,18,-9,-28,2
-3,-13,9,-5,39,43,53,53,15,-12,-31,0
-3,-14,9,-6,41,44,55,55,16,-9,-29,1
-6,-17,6,-9,44,48,59,56,22,-7,-24,7
-8,-18,3,-13,45,49,58,58,24,-4,-24,7
-8,-19,3,-12,45,49,59,58,22,-2,-23,5
-9,-19,3,-11,44,49,59,58,25,-2,-23,7
-11,-20,3,-11,44,48,59,58,22,-4,-25,8
-9,-18,3,-11,45,49,59,58,21,-3,-24,8
-10,-20,4,-11,44,49,58,58,22,-5,-24,6
-10,-19,3,-11,44,47,57,56,20,-7,-28,5
-10,-19,1,-13,43,47,57,56,19,-7,-26,4
-10,-20,2,-12,44,47,58,56,21,-7,-27,6
-9,-18,4,-12,43,47,58,56,22,-5,-22,5
-7,-16,5,-10,45,47,58,57,21,-4,-25,6
-9,-18,4,-10,44,47,59,57,22,-3,-25,5
-8,-18,5,-10,45,48,57,57,21,-2,-23,5
-7,-18,6,-9,44,48,59,58,21,-2,-25,8
-8,-18,5,-9,43,48,59,57,22,-3,-26,5
-9,-18,5,-10,44,47,58,57,22,-5,-24,7
-9,-18,4,-10,44,47,58,57,21,-5,-25,8
-8,-18,6,-10,44,49,58,58,20,-2,-24,7
-7,-18,6,-11,42,48,58,58,22,-3,-24,7
-6,-18,5,-9,44,47,59,57,22,-5,-24,7
-6,-17,6,-10,45,48,59,57,21,-5,-24,6
-7,-18,5,-9,44,47,58,56,19,-4,-25,5
-7,-17,6,-9,43,47,57,56,19,-7,-24,5
-7,-18,6,-9,42,46,57,56,21,-7,-25,5
-7,-17,5,-9,42,47,58,56,20,-6,-25,5
-6,-17,6,-8,44,48,58,57,21,-7,-23,4
-8,-17,6,-8,43,47,58,57,21,-2,-24,4
-5,-17,6,-9,44,49,59,56,22,-3,-21,10
-6,-15,7,-9,44,48,59,58,24,-2,-23,8
-7,-17,6,-9,44,49,59,58,24,-3,-25,8
1,-15,9,0,55,46,50,61,5,-34,-46,-6
-3,-19,0,-8,50,42,49,59,12,-19,-31,-1
-3,-19,0,-7,48,40,49,59,15,-18,-30,1
-5,-19,0,-9,47,40,49,58,15,-14,-25,5
-6,-21,-3,-12,44,36,48,56,18,-9,-19,5
-2,-16,3,-6,50,44,51,58,15,-19,-34,0
-3,-18,3,-7,50,46,52,60,15,-19,-34,2
-4,-18,2,-9,48,44,52,59,17,-15,-29,2
-7,-19,0,-9,46,41,52,58,21,-12,-23,5
-5,-19,1,-9,47,44,53,58,19,-10,-27,7
-5,-18,1,-9,46,44,52,59,22,-10,-26,6
-5,-19,1,-8,48,44,54,59,19,-14,-28,4
-4,-18,1,-8,49,45,53,60,17,-13,-29,5
-5,-19,1,-9,49,44,53,61,18,-14,-29,6
-5,-19,2,-8,48,43,53,58,17,-15,-27,4
-5,-18,3,-9,49,44,52,59,17,-15,-29,4
-5,-18,2,-7,49,44,52,59,17,-15,-30,4
-4,-18,2,-7,49,45,53,59,15,-18,-31,4
-4,-18,1,-8,49,45,51,59,17,-14,-29,3
-4,-18,3,-7,49,43,51,58,17,-15,-31,2
-3,-18,2,-8,49,44,51,59,16,-17,-32,4
-4,-18,3,-7,49,45,52,59,18,-17,-29,4
-4,-18,3,-8,49,44,51,58,17,-17,-29,2
-4,-19,2,-9,47,43,52,59,19,-14,-29,3
-4,-18,3,-8,49,44,52,59,17,-15,-31,5
-5,-18,3,-8,50,45,52,58,17,-17,-30,2
-3,-18,2,-8,48,44,52,59,17,-18,-28,3
-4,-17,1,-8,50,43,52,59,17,-18,-29,4
-5,-18,1,-8,49,43,52,59,16,-17,-29,3
-6,-17,1,-8,48,43,52,58,17,-15,-28,2
-6,-20,0,-10,47,42,52,57,20,-11,-24,4
-5,-19,0,-10,47,42,51,58,18,-13,-25,5
-5,-18,0,-9,47,43,51,58,18,-12,-27,6
-7,-20,0,-9,47,43,50,58,17,-14,-27,2
-6,-19,0,-9,48,43,51,59,17,-14,-27,2
-6,-19,0,-11,47,42,51,58,18,-14,-27,4
